customer_id,first_name,last_name,email,phone,city,country,updated_at
C73,Name73,Surname73,user73@mail.com,9000000073,Mumbai,India,2026-04-15 23:44:00
C74,Name74,Surname74,user74@mail.com,9000000074,Hyderabad,India,2026-04-15 21:32:00
C75,Name75,Surname75,user75@mail.com,9000000075,Mumbai,India,2026-04-15 21:50:00
C76,Name76,Surname76,user76@mail.com,9000000076,Mumbai,India,2026-04-15 19:26:00
C77,Name77,Surname77,user77@mail.com,9000000077,Delhi,India,2026-04-15 13:20:00
C78,Name78,Surname78,,9000000078,Hyderabad,India,2026-04-15 10:16:00
C79,Name79,Surname79,user79@mail.com,9000000079,,India,2026-04-15 22:27:00
C80,Name80,Surname80,,9000000080,Mumbai,India,2026-04-15 21:42:00
C81,Name81,Surname81,user81@mail.com,9000000081,Delhi,India,2026-04-15 15:55:00
C82,Name82,Surname82,user82@mail.com,9000000082,,India,2026-04-15 14:25:00
C83,Name83,Surname83,,9000000083,Hyderabad,India,2026-04-15 11:43:00
C84,Name84,Surname84,user84@mail.com,9000000084,Delhi,India,2026-04-15 17:16:00
C85,Name85,Surname85,user85@mail.com,9000000085,,India,2026-04-15 20:31:00
C86,Name86,Surname86,user86@mail.com,9000000086,,India,2026-04-15 16:34:00
C87,Name87,Surname87,user87@mail.com,9000000087,Mumbai,India,2026-04-15 16:11:00
C88,Name88,Surname88,user88@mail.com,9000000088,Mumbai,India,2026-04-15 22:10:00
C89,Name89,Surname89,,9000000089,,India,2026-04-15 22:29:00
C90,Name90,Surname90,user90@mail.com,9000000090,Mumbai,India,2026-04-15 14:53:00
C91,Name91,Surname91,user91@mail.com,9000000091,Delhi,India,2026-04-15 11:51:00
C92,Name92,Surname92,user92@mail.com,9000000092,Hyderabad,India,2026-04-15 22:37:00
C93,Name93,Surname93,user93@mail.com,9000000093,Delhi,India,2026-04-15 12:23:00
C94,Name94,Surname94,user94@mail.com,9000000094,Mumbai,India,2026-04-15 20:39:00
C95,Name95,Surname95,user95@mail.com,9000000095,,India,2026-04-15 13:53:00
C96,Name96,Surname96,,9000000096,Delhi,India,2026-04-15 12:15:00
C97,Name97,Surname97,user97@mail.com,9000000097,,India,2026-04-15 15:12:00
C98,Name98,Surname98,user98@mail.com,9000000098,Hyderabad,India,2026-04-15 18:22:00
C99,Name99,Surname99,,9000000099,Delhi,India,2026-04-15 12:58:00
C100,Name100,Surname100,user100@mail.com,9000000100,Hyderabad,India,2026-04-15 15:54:00
C97,Name97,Surname97,user97@mail.com,9000000097,,India,2026-04-15 15:12:00
C41,Name41,Surname41,user41@mail.com,9000000041,Delhi,India,2026-04-15 13:16:00
C2,Name2,Surname2,user2@mail.com,9000000002,Mumbai,India,2026-04-15 13:23:00
C73,Name73,Surname73,user73@mail.com,9000000073,Mumbai,India,2026-04-15 23:44:00
C76,Name76,Surname76,user76@mail.com,9000000076,Mumbai,India,2026-04-15 19:26:00
